nohup: ignoring input
num_gpus: 1
['train.py', '--config=configs/DNS-large-full-watermark-weight-0.01-delay-100k.json', '--rank=0', '--group_name=group_2025_11_17-175728']
WATERMARK WEIGHT IN DATASET: 0.01
WATERMARK WEIGHT IN UTIL: 0.01
WATERMARK DELAY IN UTIL: 100000
WATERMARK WEIGHT IN TRAIN: 0.01
WATERMARK DELAY IN TRAIN: 100000
exp_path: DNS-large-full-watermark-weight-0.01-delay-100k
ckpt_directory:  ./exp/DNS-large-full-watermark-weight-0.01-delay-100k/checkpoint
Data loaded
CleanUNet Parameters: 46.071937M;  
No valid checkpoint model found, start training from initialization.
Iteration 0:	Reduced Total Loss: 1.471	Total Loss: 1.471	reconstruct: 0.021	stft_sc: 0.490	stft_mag: 0.961
Iteration 65046:	Reduced Total Loss: 0.286	Total Loss: 0.286	reconstruct: 0.002	stft_sc: 0.034	stft_mag: 0.250
Iteration 65066:	Reduced Total Loss: 0.473	Total Loss: 0.473	reconstruct: 0.007	stft_sc: 0.098	stft_mag: 0.368
Iteration 65086:	Reduced Total Loss: 0.447	Total Loss: 0.447	reconstruct: 0.008	stft_sc: 0.104	stft_mag: 0.334
Iteration 65106:	Reduced Total Loss: 0.362	Total Loss: 0.362	reconstruct: 0.005	stft_sc: 0.093	stft_mag: 0.263
Iteration 65126:	Reduced Total Loss: 0.444	Total Loss: 0.444	reconstruct: 0.005	stft_sc: 0.075	stft_mag: 0.364
Iteration 65146:	Reduced Total Loss: 0.297	Total Loss: 0.297	reconstruct: 0.004	stft_sc: 0.055	stft_mag: 0.238
Iteration 65166:	Reduced Total Loss: 0.398	Total Loss: 0.398	reconstruct: 0.005	stft_sc: 0.087	stft_mag: 0.306
Iteration 65186:	Reduced Total Loss: 0.300	Total Loss: 0.300	reconstruct: 0.003	stft_sc: 0.049	stft_mag: 0.248
Iteration 65206:	Reduced Total Loss: 0.259	Total Loss: 0.259	reconstruct: 0.003	stft_sc: 0.049	stft_mag: 0.207
Iteration 65226:	Reduced Total Loss: 0.343	Total Loss: 0.343	reconstruct: 0.004	stft_sc: 0.051	stft_mag: 0.288
Iteration 65246:	Reduced Total Loss: 0.323	Total Loss: 0.323	reconstruct: 0.003	stft_sc: 0.068	stft_mag: 0.252
Iteration 65266:	Reduced Total Loss: 0.359	Total Loss: 0.359	reconstruct: 0.004	stft_sc: 0.047	stft_mag: 0.308
Iteration 65286:	Reduced Total Loss: 0.416	Total Loss: 0.416	reconstruct: 0.006	stft_sc: 0.086	stft_mag: 0.323
Iteration 65306:	Reduced Total Loss: 0.364	Total Loss: 0.364	reconstruct: 0.004	stft_sc: 0.063	stft_mag: 0.298
Iteration 65326:	Reduced Total Loss: 0.273	Total Loss: 0.273	reconstruct: 0.002	stft_sc: 0.055	stft_mag: 0.216
Iteration 65337:	Reduced Total Loss: 0.365	Total Loss: 0.365	reconstruct: 0.004	stft_sc: 0.074	stft_mag: 0.287
Iteration 65357:	Reduced Total Loss: 0.425	Total Loss: 0.425	reconstruct: 0.006	stft_sc: 0.071	stft_mag: 0.348
Iteration 65377:	Reduced Total Loss: 0.279	Total Loss: 0.279	reconstruct: 0.002	stft_sc: 0.038	stft_mag: 0.238
Iteration 65397:	Reduced Total Loss: 0.351	Total Loss: 0.351	reconstruct: 0.003	stft_sc: 0.079	stft_mag: 0.269
Iteration 65417:	Reduced Total Loss: 0.348	Total Loss: 0.348	reconstruct: 0.003	stft_sc: 0.055	stft_mag: 0.290
Iteration 65437:	Reduced Total Loss: 0.338	Total Loss: 0.338	reconstruct: 0.004	stft_sc: 0.060	stft_mag: 0.274
Iteration 65457:	Reduced Total Loss: 0.257	Total Loss: 0.257	reconstruct: 0.003	stft_sc: 0.039	stft_mag: 0.215
Iteration 65477:	Reduced Total Loss: 0.343	Total Loss: 0.343	reconstruct: 0.003	stft_sc: 0.058	stft_mag: 0.282
Iteration 65497:	Reduced Total Loss: 0.427	Total Loss: 0.427	reconstruct: 0.004	stft_sc: 0.118	stft_mag: 0.304
Iteration 65517:	Reduced Total Loss: 0.325	Total Loss: 0.325	reconstruct: 0.004	stft_sc: 0.074	stft_mag: 0.248
Iteration 65537:	Reduced Total Loss: 0.328	Total Loss: 0.328	reconstruct: 0.004	stft_sc: 0.057	stft_mag: 0.267
Iteration 65557:	Reduced Total Loss: 0.305	Total Loss: 0.305	reconstruct: 0.003	stft_sc: 0.048	stft_mag: 0.255
Iteration 65577:	Reduced Total Loss: 0.409	Total Loss: 0.409	reconstruct: 0.005	stft_sc: 0.076	stft_mag: 0.328
Iteration 65597:	Reduced Total Loss: 0.453	Total Loss: 0.453	reconstruct: 0.005	stft_sc: 0.169	stft_mag: 0.278
Iteration 65617:	Reduced Total Loss: 0.401	Total Loss: 0.401	reconstruct: 0.007	stft_sc: 0.078	stft_mag: 0.316
Iteration 65637:	Reduced Total Loss: 0.363	Total Loss: 0.363	reconstruct: 0.005	stft_sc: 0.072	stft_mag: 0.286
Iteration 65657:	Reduced Total Loss: 0.342	Total Loss: 0.342	reconstruct: 0.007	stft_sc: 0.084	stft_mag: 0.250
Iteration 65677:	Reduced Total Loss: 0.340	Total Loss: 0.340	reconstruct: 0.005	stft_sc: 0.068	stft_mag: 0.268
Iteration 65697:	Reduced Total Loss: 0.284	Total Loss: 0.284	reconstruct: 0.004	stft_sc: 0.054	stft_mag: 0.227
Iteration 65717:	Reduced Total Loss: 0.265	Total Loss: 0.265	reconstruct: 0.003	stft_sc: 0.031	stft_mag: 0.232
Iteration 65737:	Reduced Total Loss: 0.341	Total Loss: 0.341	reconstruct: 0.004	stft_sc: 0.050	stft_mag: 0.287
Iteration 65757:	Reduced Total Loss: 0.305	Total Loss: 0.305	reconstruct: 0.006	stft_sc: 0.083	stft_mag: 0.216
Iteration 65777:	Reduced Total Loss: 0.377	Total Loss: 0.377	reconstruct: 0.005	stft_sc: 0.070	stft_mag: 0.301
Iteration 65797:	Reduced Total Loss: 0.372	Total Loss: 0.372	reconstruct: 0.005	stft_sc: 0.067	stft_mag: 0.301
Iteration 65817:	Reduced Total Loss: 0.311	Total Loss: 0.311	reconstruct: 0.004	stft_sc: 0.040	stft_mag: 0.267
Iteration 65837:	Reduced Total Loss: 0.242	Total Loss: 0.242	reconstruct: 0.002	stft_sc: 0.026	stft_mag: 0.214
Iteration 65857:	Reduced Total Loss: 0.401	Total Loss: 0.401	reconstruct: 0.006	stft_sc: 0.073	stft_mag: 0.321
Iteration 65877:	Reduced Total Loss: 0.438	Total Loss: 0.438	reconstruct: 0.006	stft_sc: 0.130	stft_mag: 0.301
Iteration 65897:	Reduced Total Loss: 0.399	Total Loss: 0.399	reconstruct: 0.004	stft_sc: 0.079	stft_mag: 0.316
Iteration 65917:	Reduced Total Loss: 0.337	Total Loss: 0.337	reconstruct: 0.004	stft_sc: 0.069	stft_mag: 0.264
Iteration 65937:	Reduced Total Loss: 0.331	Total Loss: 0.331	reconstruct: 0.005	stft_sc: 0.077	stft_mag: 0.249
Iteration 65957:	Reduced Total Loss: 0.405	Total Loss: 0.405	reconstruct: 0.005	stft_sc: 0.067	stft_mag: 0.333
Iteration 65977:	Reduced Total Loss: 0.388	Total Loss: 0.388	reconstruct: 0.006	stft_sc: 0.108	stft_mag: 0.275
Iteration 65997:	Reduced Total Loss: 0.351	Total Loss: 0.351	reconstruct: 0.005	stft_sc: 0.077	stft_mag: 0.269
Iteration 66017:	Reduced Total Loss: 0.445	Total Loss: 0.445	reconstruct: 0.007	stft_sc: 0.078	stft_mag: 0.360
Iteration 66037:	Reduced Total Loss: 0.320	Total Loss: 0.320	reconstruct: 0.004	stft_sc: 0.065	stft_mag: 0.251
Iteration 66057:	Reduced Total Loss: 0.332	Total Loss: 0.332	reconstruct: 0.003	stft_sc: 0.065	stft_mag: 0.263
Iteration 66077:	Reduced Total Loss: 0.425	Total Loss: 0.425	reconstruct: 0.007	stft_sc: 0.096	stft_mag: 0.322
Iteration 66088:	Reduced Total Loss: 0.312	Total Loss: 0.312	reconstruct: 0.003	stft_sc: 0.074	stft_mag: 0.235
Iteration 66108:	Reduced Total Loss: 0.350	Total Loss: 0.350	reconstruct: 0.004	stft_sc: 0.073	stft_mag: 0.272
Iteration 66128:	Reduced Total Loss: 0.321	Total Loss: 0.321	reconstruct: 0.004	stft_sc: 0.063	stft_mag: 0.253
Iteration 66148:	Reduced Total Loss: 0.439	Total Loss: 0.439	reconstruct: 0.003	stft_sc: 0.081	stft_mag: 0.355
Iteration 66168:	Reduced Total Loss: 0.239	Total Loss: 0.239	reconstruct: 0.002	stft_sc: 0.039	stft_mag: 0.198
Iteration 66188:	Reduced Total Loss: 0.317	Total Loss: 0.317	reconstruct: 0.003	stft_sc: 0.043	stft_mag: 0.271
Iteration 66208:	Reduced Total Loss: 0.298	Total Loss: 0.298	reconstruct: 0.004	stft_sc: 0.050	stft_mag: 0.243
Iteration 66228:	Reduced Total Loss: 0.367	Total Loss: 0.367	reconstruct: 0.006	stft_sc: 0.092	stft_mag: 0.269
Iteration 66248:	Reduced Total Loss: 0.451	Total Loss: 0.451	reconstruct: 0.012	stft_sc: 0.107	stft_mag: 0.333
Iteration 66268:	Reduced Total Loss: 0.311	Total Loss: 0.311	reconstruct: 0.005	stft_sc: 0.070	stft_mag: 0.236
Iteration 66288:	Reduced Total Loss: 0.420	Total Loss: 0.420	reconstruct: 0.008	stft_sc: 0.107	stft_mag: 0.305
Iteration 66308:	Reduced Total Loss: 0.384	Total Loss: 0.384	reconstruct: 0.004	stft_sc: 0.081	stft_mag: 0.299
Iteration 66328:	Reduced Total Loss: 0.291	Total Loss: 0.291	reconstruct: 0.005	stft_sc: 0.042	stft_mag: 0.245
Iteration 66348:	Reduced Total Loss: 0.371	Total Loss: 0.371	reconstruct: 0.004	stft_sc: 0.077	stft_mag: 0.290
Iteration 66368:	Reduced Total Loss: 0.322	Total Loss: 0.322	reconstruct: 0.004	stft_sc: 0.042	stft_mag: 0.276
Iteration 66388:	Reduced Total Loss: 0.259	Total Loss: 0.259	reconstruct: 0.004	stft_sc: 0.050	stft_mag: 0.206
Iteration 66408:	Reduced Total Loss: 0.459	Total Loss: 0.459	reconstruct: 0.009	stft_sc: 0.129	stft_mag: 0.321
Iteration 66428:	Reduced Total Loss: 0.369	Total Loss: 0.369	reconstruct: 0.005	stft_sc: 0.093	stft_mag: 0.271
Iteration 66448:	Reduced Total Loss: 0.401	Total Loss: 0.401	reconstruct: 0.005	stft_sc: 0.098	stft_mag: 0.298
Iteration 66468:	Reduced Total Loss: 0.365	Total Loss: 0.365	reconstruct: 0.005	stft_sc: 0.071	stft_mag: 0.289
Iteration 66488:	Reduced Total Loss: 0.397	Total Loss: 0.397	reconstruct: 0.004	stft_sc: 0.067	stft_mag: 0.326
Iteration 66508:	Reduced Total Loss: 0.488	Total Loss: 0.488	reconstruct: 0.007	stft_sc: 0.118	stft_mag: 0.363
Iteration 66528:	Reduced Total Loss: 0.344	Total Loss: 0.344	reconstruct: 0.005	stft_sc: 0.050	stft_mag: 0.288
Iteration 66548:	Reduced Total Loss: 0.305	Total Loss: 0.305	reconstruct: 0.004	stft_sc: 0.059	stft_mag: 0.242
Iteration 66568:	Reduced Total Loss: 0.284	Total Loss: 0.284	reconstruct: 0.003	stft_sc: 0.041	stft_mag: 0.240
Iteration 66588:	Reduced Total Loss: 0.333	Total Loss: 0.333	reconstruct: 0.003	stft_sc: 0.107	stft_mag: 0.223
Iteration 66608:	Reduced Total Loss: 0.256	Total Loss: 0.256	reconstruct: 0.003	stft_sc: 0.071	stft_mag: 0.182
Iteration 66628:	Reduced Total Loss: 0.305	Total Loss: 0.305	reconstruct: 0.005	stft_sc: 0.062	stft_mag: 0.239
Iteration 66648:	Reduced Total Loss: 0.368	Total Loss: 0.368	reconstruct: 0.005	stft_sc: 0.062	stft_mag: 0.301
Iteration 66668:	Reduced Total Loss: 0.253	Total Loss: 0.253	reconstruct: 0.003	stft_sc: 0.051	stft_mag: 0.199
Iteration 66688:	Reduced Total Loss: 0.367	Total Loss: 0.367	reconstruct: 0.006	stft_sc: 0.059	stft_mag: 0.302
Iteration 66708:	Reduced Total Loss: 0.265	Total Loss: 0.265	reconstruct: 0.002	stft_sc: 0.041	stft_mag: 0.222
Iteration 66728:	Reduced Total Loss: 0.332	Total Loss: 0.332	reconstruct: 0.003	stft_sc: 0.076	stft_mag: 0.254
Iteration 66748:	Reduced Total Loss: 0.451	Total Loss: 0.451	reconstruct: 0.005	stft_sc: 0.090	stft_mag: 0.356
Iteration 66768:	Reduced Total Loss: 0.473	Total Loss: 0.473	reconstruct: 0.008	stft_sc: 0.091	stft_mag: 0.375
Iteration 66788:	Reduced Total Loss: 0.365	Total Loss: 0.365	reconstruct: 0.005	stft_sc: 0.067	stft_mag: 0.293
Iteration 66808:	Reduced Total Loss: 0.326	Total Loss: 0.326	reconstruct: 0.002	stft_sc: 0.043	stft_mag: 0.280
Iteration 66828:	Reduced Total Loss: 0.294	Total Loss: 0.294	reconstruct: 0.004	stft_sc: 0.070	stft_mag: 0.221
Iteration 66839:	Reduced Total Loss: 0.311	Total Loss: 0.311	reconstruct: 0.005	stft_sc: 0.059	stft_mag: 0.247
Iteration 66859:	Reduced Total Loss: 0.302	Total Loss: 0.302	reconstruct: 0.003	stft_sc: 0.050	stft_mag: 0.249
Iteration 66879:	Reduced Total Loss: 0.469	Total Loss: 0.469	reconstruct: 0.008	stft_sc: 0.095	stft_mag: 0.367
Iteration 66899:	Reduced Total Loss: 0.348	Total Loss: 0.348	reconstruct: 0.005	stft_sc: 0.056	stft_mag: 0.287
Iteration 66919:	Reduced Total Loss: 0.330	Total Loss: 0.330	reconstruct: 0.004	stft_sc: 0.051	stft_mag: 0.275
Iteration 66939:	Reduced Total Loss: 0.304	Total Loss: 0.304	reconstruct: 0.003	stft_sc: 0.055	stft_mag: 0.247
Iteration 66959:	Reduced Total Loss: 0.365	Total Loss: 0.365	reconstruct: 0.005	stft_sc: 0.049	stft_mag: 0.310
Iteration 66979:	Reduced Total Loss: 0.292	Total Loss: 0.292	reconstruct: 0.003	stft_sc: 0.040	stft_mag: 0.250
Iteration 66999:	Reduced Total Loss: 0.422	Total Loss: 0.422	reconstruct: 0.004	stft_sc: 0.088	stft_mag: 0.330
Iteration 67019:	Reduced Total Loss: 0.292	Total Loss: 0.292	reconstruct: 0.002	stft_sc: 0.044	stft_mag: 0.245
Iteration 67039:	Reduced Total Loss: 0.364	Total Loss: 0.364	reconstruct: 0.008	stft_sc: 0.086	stft_mag: 0.271
Iteration 67059:	Reduced Total Loss: 0.294	Total Loss: 0.294	reconstruct: 0.003	stft_sc: 0.032	stft_mag: 0.259
Iteration 67079:	Reduced Total Loss: 0.313	Total Loss: 0.313	reconstruct: 0.003	stft_sc: 0.070	stft_mag: 0.240
Iteration 67099:	Reduced Total Loss: 0.347	Total Loss: 0.347	reconstruct: 0.005	stft_sc: 0.087	stft_mag: 0.255
Iteration 67119:	Reduced Total Loss: 0.380	Total Loss: 0.380	reconstruct: 0.006	stft_sc: 0.103	stft_mag: 0.271
Iteration 67139:	Reduced Total Loss: 0.305	Total Loss: 0.305	reconstruct: 0.003	stft_sc: 0.066	stft_mag: 0.236
Iteration 67159:	Reduced Total Loss: 0.365	Total Loss: 0.365	reconstruct: 0.004	stft_sc: 0.051	stft_mag: 0.310
Iteration 67179:	Reduced Total Loss: 0.343	Total Loss: 0.343	reconstruct: 0.006	stft_sc: 0.067	stft_mag: 0.270
Iteration 67199:	Reduced Total Loss: 0.300	Total Loss: 0.300	reconstruct: 0.003	stft_sc: 0.039	stft_mag: 0.258
Iteration 67219:	Reduced Total Loss: 0.226	Total Loss: 0.226	reconstruct: 0.002	stft_sc: 0.031	stft_mag: 0.193
Iteration 67239:	Reduced Total Loss: 0.294	Total Loss: 0.294	reconstruct: 0.004	stft_sc: 0.050	stft_mag: 0.240
Iteration 67259:	Reduced Total Loss: 0.336	Total Loss: 0.336	reconstruct: 0.004	stft_sc: 0.067	stft_mag: 0.266
Iteration 67279:	Reduced Total Loss: 0.343	Total Loss: 0.343	reconstruct: 0.004	stft_sc: 0.051	stft_mag: 0.288
Iteration 67299:	Reduced Total Loss: 0.348	Total Loss: 0.348	reconstruct: 0.006	stft_sc: 0.090	stft_mag: 0.253
Iteration 67319:	Reduced Total Loss: 0.375	Total Loss: 0.375	reconstruct: 0.006	stft_sc: 0.050	stft_mag: 0.319
Iteration 67339:	Reduced Total Loss: 0.458	Total Loss: 0.458	reconstruct: 0.007	stft_sc: 0.096	stft_mag: 0.355
Iteration 67359:	Reduced Total Loss: 0.297	Total Loss: 0.297	reconstruct: 0.005	stft_sc: 0.061	stft_mag: 0.232
Iteration 67379:	Reduced Total Loss: 0.292	Total Loss: 0.292	reconstruct: 0.004	stft_sc: 0.053	stft_mag: 0.234
Iteration 67399:	Reduced Total Loss: 0.272	Total Loss: 0.272	reconstruct: 0.004	stft_sc: 0.050	stft_mag: 0.218
Iteration 67419:	Reduced Total Loss: 0.372	Total Loss: 0.372	reconstruct: 0.004	stft_sc: 0.078	stft_mag: 0.290
Iteration 67439:	Reduced Total Loss: 0.379	Total Loss: 0.379	reconstruct: 0.004	stft_sc: 0.044	stft_mag: 0.330
Iteration 67459:	Reduced Total Loss: 0.433	Total Loss: 0.433	reconstruct: 0.005	stft_sc: 0.135	stft_mag: 0.292
Iteration 67479:	Reduced Total Loss: 0.388	Total Loss: 0.388	reconstruct: 0.005	stft_sc: 0.078	stft_mag: 0.306
Iteration 67499:	Reduced Total Loss: 0.343	Total Loss: 0.343	reconstruct: 0.004	stft_sc: 0.082	stft_mag: 0.257
Iteration 67519:	Reduced Total Loss: 0.301	Total Loss: 0.301	reconstruct: 0.003	stft_sc: 0.034	stft_mag: 0.264
Iteration 67539:	Reduced Total Loss: 0.367	Total Loss: 0.367	reconstruct: 0.006	stft_sc: 0.095	stft_mag: 0.267
Iteration 67559:	Reduced Total Loss: 0.361	Total Loss: 0.361	reconstruct: 0.004	stft_sc: 0.076	stft_mag: 0.282
Iteration 67579:	Reduced Total Loss: 0.267	Total Loss: 0.267	reconstruct: 0.004	stft_sc: 0.052	stft_mag: 0.211
Iteration 67590:	Reduced Total Loss: 0.289	Total Loss: 0.289	reconstruct: 0.003	stft_sc: 0.040	stft_mag: 0.245
Iteration 67610:	Reduced Total Loss: 0.385	Total Loss: 0.385	reconstruct: 0.005	stft_sc: 0.058	stft_mag: 0.321
Iteration 67630:	Reduced Total Loss: 0.414	Total Loss: 0.414	reconstruct: 0.004	stft_sc: 0.071	stft_mag: 0.339
Iteration 67650:	Reduced Total Loss: 0.333	Total Loss: 0.333	reconstruct: 0.004	stft_sc: 0.074	stft_mag: 0.255
Iteration 67670:	Reduced Total Loss: 0.360	Total Loss: 0.360	reconstruct: 0.004	stft_sc: 0.071	stft_mag: 0.285
Iteration 67690:	Reduced Total Loss: 0.355	Total Loss: 0.355	reconstruct: 0.004	stft_sc: 0.061	stft_mag: 0.290
Iteration 67710:	Reduced Total Loss: 0.469	Total Loss: 0.469	reconstruct: 0.006	stft_sc: 0.112	stft_mag: 0.351
Iteration 67730:	Reduced Total Loss: 0.379	Total Loss: 0.379	reconstruct: 0.005	stft_sc: 0.114	stft_mag: 0.260
Iteration 67750:	Reduced Total Loss: 0.276	Total Loss: 0.276	reconstruct: 0.002	stft_sc: 0.035	stft_mag: 0.239
Iteration 67770:	Reduced Total Loss: 0.323	Total Loss: 0.323	reconstruct: 0.004	stft_sc: 0.071	stft_mag: 0.248
Iteration 67790:	Reduced Total Loss: 0.441	Total Loss: 0.441	reconstruct: 0.005	stft_sc: 0.125	stft_mag: 0.310
Iteration 67810:	Reduced Total Loss: 0.295	Total Loss: 0.295	reconstruct: 0.005	stft_sc: 0.053	stft_mag: 0.238
Iteration 67830:	Reduced Total Loss: 0.410	Total Loss: 0.410	reconstruct: 0.007	stft_sc: 0.103	stft_mag: 0.300
Iteration 67850:	Reduced Total Loss: 0.304	Total Loss: 0.304	reconstruct: 0.004	stft_sc: 0.053	stft_mag: 0.246
Iteration 67870:	Reduced Total Loss: 0.429	Total Loss: 0.429	reconstruct: 0.007	stft_sc: 0.109	stft_mag: 0.314
Iteration 67890:	Reduced Total Loss: 0.320	Total Loss: 0.320	reconstruct: 0.004	stft_sc: 0.072	stft_mag: 0.244
Iteration 67910:	Reduced Total Loss: 0.316	Total Loss: 0.316	reconstruct: 0.005	stft_sc: 0.060	stft_mag: 0.252
Iteration 67930:	Reduced Total Loss: 0.314	Total Loss: 0.314	reconstruct: 0.004	stft_sc: 0.076	stft_mag: 0.233
Iteration 67950:	Reduced Total Loss: 0.346	Total Loss: 0.346	reconstruct: 0.004	stft_sc: 0.052	stft_mag: 0.290
Iteration 67970:	Reduced Total Loss: 0.372	Total Loss: 0.372	reconstruct: 0.006	stft_sc: 0.055	stft_mag: 0.311
Iteration 67990:	Reduced Total Loss: 0.406	Total Loss: 0.406	reconstruct: 0.005	stft_sc: 0.058	stft_mag: 0.343
Iteration 68010:	Reduced Total Loss: 0.362	Total Loss: 0.362	reconstruct: 0.003	stft_sc: 0.064	stft_mag: 0.295
Iteration 68030:	Reduced Total Loss: 0.280	Total Loss: 0.280	reconstruct: 0.003	stft_sc: 0.074	stft_mag: 0.203
Iteration 68050:	Reduced Total Loss: 0.290	Total Loss: 0.290	reconstruct: 0.003	stft_sc: 0.040	stft_mag: 0.247
Iteration 68070:	Reduced Total Loss: 0.331	Total Loss: 0.331	reconstruct: 0.003	stft_sc: 0.040	stft_mag: 0.288
Iteration 68090:	Reduced Total Loss: 0.374	Total Loss: 0.374	reconstruct: 0.004	stft_sc: 0.061	stft_mag: 0.309
Iteration 68110:	Reduced Total Loss: 0.373	Total Loss: 0.373	reconstruct: 0.006	stft_sc: 0.071	stft_mag: 0.296
Iteration 68130:	Reduced Total Loss: 0.332	Total Loss: 0.332	reconstruct: 0.004	stft_sc: 0.054	stft_mag: 0.274
Iteration 68150:	Reduced Total Loss: 0.337	Total Loss: 0.337	reconstruct: 0.003	stft_sc: 0.050	stft_mag: 0.284
Iteration 68170:	Reduced Total Loss: 0.340	Total Loss: 0.340	reconstruct: 0.004	stft_sc: 0.055	stft_mag: 0.281
Iteration 68190:	Reduced Total Loss: 0.374	Total Loss: 0.374	reconstruct: 0.005	stft_sc: 0.090	stft_mag: 0.279
Iteration 68210:	Reduced Total Loss: 0.273	Total Loss: 0.273	reconstruct: 0.002	stft_sc: 0.032	stft_mag: 0.238
Iteration 68230:	Reduced Total Loss: 0.322	Total Loss: 0.322	reconstruct: 0.004	stft_sc: 0.078	stft_mag: 0.240
Iteration 68250:	Reduced Total Loss: 0.334	Total Loss: 0.334	reconstruct: 0.004	stft_sc: 0.061	stft_mag: 0.269
Iteration 68270:	Reduced Total Loss: 0.427	Total Loss: 0.427	reconstruct: 0.007	stft_sc: 0.110	stft_mag: 0.310
Iteration 68290:	Reduced Total Loss: 0.306	Total Loss: 0.306	reconstruct: 0.004	stft_sc: 0.051	stft_mag: 0.251
Iteration 68310:	Reduced Total Loss: 0.348	Total Loss: 0.348	reconstruct: 0.005	stft_sc: 0.097	stft_mag: 0.247
Iteration 68330:	Reduced Total Loss: 0.308	Total Loss: 0.308	reconstruct: 0.003	stft_sc: 0.081	stft_mag: 0.224
Iteration 68341:	Reduced Total Loss: 0.310	Total Loss: 0.310	reconstruct: 0.002	stft_sc: 0.038	stft_mag: 0.270
Iteration 68361:	Reduced Total Loss: 0.328	Total Loss: 0.328	reconstruct: 0.004	stft_sc: 0.068	stft_mag: 0.257
Iteration 68381:	Reduced Total Loss: 0.269	Total Loss: 0.269	reconstruct: 0.004	stft_sc: 0.043	stft_mag: 0.221
Iteration 68401:	Reduced Total Loss: 0.359	Total Loss: 0.359	reconstruct: 0.003	stft_sc: 0.067	stft_mag: 0.289
Iteration 68421:	Reduced Total Loss: 0.325	Total Loss: 0.325	reconstruct: 0.004	stft_sc: 0.057	stft_mag: 0.265
Iteration 68441:	Reduced Total Loss: 0.314	Total Loss: 0.314	reconstruct: 0.003	stft_sc: 0.044	stft_mag: 0.267
Iteration 68461:	Reduced Total Loss: 0.291	Total Loss: 0.291	reconstruct: 0.003	stft_sc: 0.034	stft_mag: 0.255
Iteration 68481:	Reduced Total Loss: 0.423	Total Loss: 0.423	reconstruct: 0.005	stft_sc: 0.084	stft_mag: 0.335
Iteration 68501:	Reduced Total Loss: 0.384	Total Loss: 0.384	reconstruct: 0.006	stft_sc: 0.090	stft_mag: 0.287
Iteration 68521:	Reduced Total Loss: 0.265	Total Loss: 0.265	reconstruct: 0.002	stft_sc: 0.043	stft_mag: 0.220
Iteration 68541:	Reduced Total Loss: 0.324	Total Loss: 0.324	reconstruct: 0.004	stft_sc: 0.068	stft_mag: 0.253
Iteration 68561:	Reduced Total Loss: 0.370	Total Loss: 0.370	reconstruct: 0.002	stft_sc: 0.071	stft_mag: 0.297
Iteration 68581:	Reduced Total Loss: 0.273	Total Loss: 0.273	reconstruct: 0.002	stft_sc: 0.027	stft_mag: 0.244
Iteration 68601:	Reduced Total Loss: 0.403	Total Loss: 0.403	reconstruct: 0.006	stft_sc: 0.082	stft_mag: 0.314
Iteration 68621:	Reduced Total Loss: 0.326	Total Loss: 0.326	reconstruct: 0.004	stft_sc: 0.077	stft_mag: 0.245
Iteration 68641:	Reduced Total Loss: 0.329	Total Loss: 0.329	reconstruct: 0.004	stft_sc: 0.061	stft_mag: 0.264
Iteration 68661:	Reduced Total Loss: 0.332	Total Loss: 0.332	reconstruct: 0.005	stft_sc: 0.091	stft_mag: 0.237
Iteration 68681:	Reduced Total Loss: 0.354	Total Loss: 0.354	reconstruct: 0.004	stft_sc: 0.073	stft_mag: 0.277
Iteration 68701:	Reduced Total Loss: 0.331	Total Loss: 0.331	reconstruct: 0.004	stft_sc: 0.062	stft_mag: 0.265
Iteration 68721:	Reduced Total Loss: 0.406	Total Loss: 0.406	reconstruct: 0.004	stft_sc: 0.075	stft_mag: 0.327
Iteration 68741:	Reduced Total Loss: 0.416	Total Loss: 0.416	reconstruct: 0.006	stft_sc: 0.084	stft_mag: 0.326
Iteration 68761:	Reduced Total Loss: 0.422	Total Loss: 0.422	reconstruct: 0.003	stft_sc: 0.085	stft_mag: 0.335
Iteration 68781:	Reduced Total Loss: 0.242	Total Loss: 0.242	reconstruct: 0.004	stft_sc: 0.038	stft_mag: 0.200
Iteration 68801:	Reduced Total Loss: 0.367	Total Loss: 0.367	reconstruct: 0.004	stft_sc: 0.061	stft_mag: 0.302
Iteration 68821:	Reduced Total Loss: 0.406	Total Loss: 0.406	reconstruct: 0.004	stft_sc: 0.137	stft_mag: 0.266
Iteration 68841:	Reduced Total Loss: 0.387	Total Loss: 0.387	reconstruct: 0.005	stft_sc: 0.084	stft_mag: 0.297
Iteration 68861:	Reduced Total Loss: 0.345	Total Loss: 0.345	reconstruct: 0.005	stft_sc: 0.067	stft_mag: 0.273
Iteration 68881:	Reduced Total Loss: 0.387	Total Loss: 0.387	reconstruct: 0.006	stft_sc: 0.098	stft_mag: 0.283
Iteration 68901:	Reduced Total Loss: 0.348	Total Loss: 0.348	reconstruct: 0.004	stft_sc: 0.072	stft_mag: 0.273
Iteration 68921:	Reduced Total Loss: 0.344	Total Loss: 0.344	reconstruct: 0.004	stft_sc: 0.061	stft_mag: 0.280
Iteration 68941:	Reduced Total Loss: 0.428	Total Loss: 0.428	reconstruct: 0.006	stft_sc: 0.102	stft_mag: 0.320
Iteration 68961:	Reduced Total Loss: 0.374	Total Loss: 0.374	reconstruct: 0.005	stft_sc: 0.065	stft_mag: 0.304
Iteration 68981:	Reduced Total Loss: 0.355	Total Loss: 0.355	reconstruct: 0.005	stft_sc: 0.062	stft_mag: 0.288
